goal_location,ps_location_0,ps_location_1,ps_location_10,ps_location_11,ps_location_12,ps_location_13,ps_location_14,ps_location_15,ps_location_16,ps_location_17,ps_location_18,ps_location_19,ps_location_2,ps_location_3,ps_location_4,ps_location_5,ps_location_6,ps_location_7,ps_location_8,ps_location_9,real_location
"(-10.1, -1.7499999999999964)","[(12.152278100370713, -20.442370378884373)]","[(11.620401364935015, -19.270770187282782)]","[(11.884715837578469, -19.835366299249)]","[(11.674252716498765, -19.460878749062196)]","[(13.00675271711791, -19.313495625478655)]","[(11.842479165305319, -19.1330255540631)]","[(11.425344510241448, -19.33530239202555)]","[(11.841073719703571, -20.071338416604725)]","[(11.785544098668817, -19.22600436928674)]","[(11.640216927061125, -19.706117145735416)]","[(12.230391034907385, -19.54836008132929)]","[(11.027544302986987, -20.108640605125355)]","[(11.766358003890318, -20.434455584290397)]","[(11.259417351966327, -19.215452261209116)]","[(11.960588919711741, -20.29677828514962)]","[(11.889021987178804, -19.68588641244121)]","[(12.348495536594395, -19.161669090734737)]","[(12.917071380961827, -19.35049218684692)]","[(12.162530470976186, -19.2114181329255)]","[(12.398977643031909, -19.43423027461602)]","(12.950000000000003, -18.349999999999998)"
"(14.950000000000003, -6.9499999999999975)","[(25.21547616627003, 16.940905653207466)]","[(24.515333024986987, 16.720825862174642)]","[(25.237502753614255, 16.498501282974132)]","[(25.340909290479054, 16.580008058501843)]","[(25.308121795127676, 16.92301745724619)]","[(25.240372166514337, 17.073718844225663)]","[(24.92822805930511, 16.76866700535479)]","[(25.489363838824232, 16.82034351558993)]","[(24.84037502954351, 16.812861136859873)]","[(25.66998000994983, 16.998137913878093)]","[(25.335122891343982, 17.827039585382295)]","[(25.926639615223188, 16.549857600109718)]","[(24.927908008380836, 17.523383449317556)]","[(24.923473372882675, 16.443986934761526)]","[(25.634834586768548, 16.96632155126279)]","[(24.265372381916315, 17.6171836809729)]","[(25.68768509329291, 16.772491852424118)]","[(24.855800069953546, 18.250953793246282)]","[(25.023506023925698, 16.86218450931862)]","[(26.17169138622097, 16.884559728030336)]","(26.85, 17.450000000000003)"
"(-7.5, 17.85)","[(11.601438235243188, 12.416465774361242)]","[(11.635032445062038, 12.409303590871586)]","[(12.653499488729395, 11.001103548166686)]","[(11.497547047162922, 12.602748361324574)]","[(11.684313468466195, 12.66340883062007)]","[(12.245086881512384, 13.133612082381921)]","[(12.126234301225006, 11.663653173030493)]","[(12.038707010208565, 12.711439115239996)]","[(11.388911313593187, 12.926260577743518)]","[(11.776546625041904, 12.24785939287432)]","[(11.842975817744657, 11.951588344517443)]","[(11.948236282481691, 12.412849729579733)]","[(11.816902103254089, 12.439455198175622)]","[(11.84496593919362, 12.258139954399585)]","[(11.779747803999511, 12.542187506508101)]","[(12.586858146411267, 11.733201958278995)]","[(11.767392728489712, 12.60471671845645)]","[(11.493439045134027, 12.539930733836178)]","[(12.357815517759748, 12.977108758446832)]","[(11.253704906428048, 12.589052159151624)]","(11.100000000000001, 13.0)"
"(5.5, 20.950000000000003)","[(-0.8453094431737413, -16.81238694613384)]","[(-0.8604398950001291, -15.82734263640007)]","[(-1.310441451961107, -15.87335803048666)]","[(-1.401408474956468, -15.993726995908007)]","[(-0.9050890253016967, -16.114483916909514)]","[(-0.9369953742134861, -16.201448972757227)]","[(-0.5492764378907937, -15.517566884584987)]","[(-0.9674211898431302, -15.922895096092427)]","[(-1.120038577686081, -16.29550812510632)]","[(-1.014974719523555, -15.985487355757842)]","[(-1.3149497403555506, -16.60149372917047)]","[(-1.101874197111655, -15.917551979836052)]","[(-1.5654228654372153, -16.18263052403141)]","[(-1.898431006012561, -15.828383955776332)]","[(-1.9795493661660908, -16.07059849632283)]","[(-0.6017678731802614, -15.990350916863763)]","[(-1.0279235829926878, -15.528873913361547)]","[(-1.0750150277972805, -15.809385623669826)]","[(-1.5188254378523993, -15.302943589756598)]","[(-1.3118061386602593, -15.726507455889937)]","(-1.5999999999999979, -17.45)"
"(-2.3000000000000007, 14.650000000000006)","[(1.8691975803331526, 3.0537823919755187)]","[(0.6278549387710873, 3.192976464474338)]","[(1.1488068474418736, 3.0550776364973578)]","[(2.0691591838355645, 3.5647772652728067)]","[(1.9462423560663065, 3.4432286670046777)]","[(2.546754416322778, 3.3195786704262966)]","[(1.0605544884003235, 3.060271324492552)]","[(1.7971897254699583, 4.043172833284993)]","[(1.8567022067314798, 2.534730321307672)]","[(1.0658316749947, 2.9216915786984243)]","[(0.998511471763148, 3.3327005271629524)]","[(1.5739610812532592, 2.987572414993421)]","[(1.0923814841411943, 3.54332807087731)]","[(0.9187207453831332, 3.4213111601516015)]","[(1.134046143533701, 2.848970563744213)]","[(1.2405272045285707, 3.2909872305236334)]","[(0.7032474500921634, 3.328036237928991)]","[(1.8628046942082515, 3.0960616136366887)]","[(2.105623559041721, 2.6626287404458555)]","[(0.4907402692447006, 3.394879908320927)]","(0.40000000000000213, 3.700000000000003)"
"(-11.15, -9.599999999999998)","[(7.975859329565302, -1.6945729789890807)]","[(8.074689489935006, -2.5233748248595065)]","[(8.056797546796616, -2.062879564518463)]","[(8.069682330097288, -2.5833338236037067)]","[(7.54195426330043, -2.238629863330479)]","[(7.848100371165977, -2.095455535549598)]","[(7.957368236226825, -2.4040346511108197)]","[(8.321636517983665, -2.1167768474143918)]","[(7.7526613060711815, -1.9306676990826888)]","[(8.20243277919737, -1.9582977047119614)]","[(8.219873027048683, -2.180917476455641)]","[(7.866568770563701, -1.812029947952667)]","[(8.802994046439853, -1.6343181207853799)]","[(8.058122039836068, -1.7610310955340733)]","[(8.48710123047713, -2.016335813544763)]","[(8.387985692978775, -1.5249877131375078)]","[(8.166366779495867, -1.4239072453028472)]","[(7.754948120828413, -2.4102678666736645)]","[(8.3845717131804, -1.106377325289262)]","[(8.14908283203926, -1.651339471976754)]","(9.3, -0.6499999999999986)"
"(2.25, 15.700000000000003)","[(13.954326063536728, 12.394251839008195)]","[(14.075807602833532, 13.058089240691993)]","[(14.694467033131046, 13.499772441025748)]","[(14.18529315331585, 12.320982381761585)]","[(14.703437488248673, 13.809460134802029)]","[(14.31717569592902, 12.822297706458006)]","[(13.777850198636584, 12.762531873691987)]","[(14.261231227551667, 11.673172678029955)]","[(14.037516421622867, 12.42282808089192)]","[(14.336931849989792, 12.449813588455442)]","[(14.509794887946871, 13.128921140507574)]","[(13.64397248845753, 13.19198387747237)]","[(14.551878524953494, 12.42674453513978)]","[(13.962109759460152, 13.693122563524629)]","[(14.311294095959596, 12.663314575882474)]","[(14.413399700286632, 13.121947499367536)]","[(13.924333064313814, 12.3513607952059)]","[(14.334194996751007, 12.854158543456133)]","[(13.855085459299122, 12.814627099655395)]","[(14.340694077705319, 13.607830729036898)]","(14.100000000000001, 15.0)"
"(31.950000000000003, -9.899999999999999)","[(-2.243987728384382, -7.001514353294357)]","[(-2.1681762847037667, -6.681684266567851)]","[(-2.1594760996758504, -7.711603380618236)]","[(-1.9107311699415919, -7.262235758166565)]","[(-1.5115225881801921, -7.054031033444237)]","[(-0.9867365403523004, -7.1871993099290545)]","[(-1.6897281011382594, -8.22249285311962)]","[(-1.520391845830365, -8.04835603927539)]","[(-1.8387141334645354, -7.8425370092029745)]","[(-1.7570450396249941, -8.253150572939507)]","[(-1.568666292456862, -6.43604130410753)]","[(-0.9791399010055432, -7.502278032498037)]","[(-1.5484232865775962, -7.093927646969878)]","[(-2.3592643445312618, -7.008857952772258)]","[(-0.9832291947438451, -7.23893601636081)]","[(-0.9465101576514943, -7.06396206852463)]","[(-2.3795787478088366, -6.785342634959279)]","[(-1.675897973525842, -7.896044597387368)]","[(-2.103455873348527, -7.033055195110578)]","[(-1.3168858137781436, -7.761001049182503)]","(-2.349999999999998, -9.049999999999997)"
"(29.900000000000006, -5.599999999999998)","[(11.604716506454707, 5.485055910954486)]","[(10.397932299095567, 5.5843007970277805)]","[(10.271536979020048, 4.743446439402099)]","[(10.915642571027671, 4.992932874717242)]","[(11.337160925421163, 5.0008457378677)]","[(11.20898178903333, 5.590022153435574)]","[(11.661126180947972, 4.67399367185056)]","[(10.646451943649893, 4.475755175791794)]","[(10.988766443768016, 5.116860785657634)]","[(11.32511838238211, 5.241980151212512)]","[(10.542285436413964, 3.812246461623997)]","[(11.029731385595117, 4.027310745279931)]","[(10.981811956431281, 5.263749680611917)]","[(11.218073838524766, 4.379165597405352)]","[(9.94602954511486, 4.665639709597494)]","[(10.79425698170656, 3.5915269524846827)]","[(10.443037164182163, 5.831859619301029)]","[(10.685154265003149, 4.15892692641912)]","[(10.769439046539802, 5.67763635883135)]","[(10.403879823796336, 5.129696831111828)]","(9.350000000000001, 4.200000000000003)"
"(5.900000000000002, -7.749999999999998)","[(27.1050622813375, -6.726179659093251)]","[(27.556978736300074, -7.054508915016353)]","[(27.353261151182593, -7.403392351954132)]","[(27.881377962076517, -7.047812327197226)]","[(28.47840895601295, -5.8997584461426955)]","[(28.09973537700562, -7.511699367679092)]","[(28.346956663455746, -7.053952453036341)]","[(27.73177412806027, -7.029518936837919)]","[(28.523274835120972, -7.102230047209664)]","[(27.918231684821922, -7.341893355468555)]","[(27.60439310497548, -7.546858652962082)]","[(27.011014753243966, -7.16880185541083)]","[(28.58862502656643, -6.8095552980507605)]","[(27.33021309207415, -6.943212120588235)]","[(27.08039102535881, -7.150438078419853)]","[(27.351544240074386, -7.415068243124538)]","[(27.785699308451395, -7.063414838338567)]","[(28.338661666869648, -6.698892237388555)]","[(28.116514793577572, -6.988223856602291)]","[(27.926382521574723, -6.602769879767265)]","(28.800000000000004, -6.549999999999997)"
"(23.650000000000006, 5.5000000000000036)","[(13.146140718906887, 7.016230820993739)]","[(12.301300426071892, 6.8971790505616415)]","[(12.664235224746742, 6.855703227691268)]","[(13.454365003948926, 6.455814491670762)]","[(13.695094770282102, 6.8998888803357925)]","[(13.080463716047058, 6.597561792379313)]","[(13.453987124214033, 6.802403345561019)]","[(13.121833268124602, 6.520663573477708)]","[(12.229291350581835, 6.72919517673357)]","[(13.190557995182148, 6.8964258119013016)]","[(13.307743903025699, 6.7647550561268694)]","[(14.433812459932106, 6.786160970885022)]","[(13.401352781756335, 6.897988232125289)]","[(12.403507784879888, 6.633953329421778)]","[(13.30107992819789, 6.466604834896312)]","[(12.158209871321851, 6.761743448391648)]","[(12.919094814219271, 6.725933494318029)]","[(11.764360783308765, 6.93161053126634)]","[(12.867791513362766, 6.27072536663531)]","[(13.529965423173397, 6.742988929326703)]","(14.450000000000003, 7.100000000000001)"
"(25.700000000000003, -18.349999999999998)","[(30.453070923734835, -9.14032093453977)]","[(31.348803180623836, -10.295278002737694)]","[(30.248725474244257, -8.678836765020788)]","[(30.304780280404064, -8.201847268247953)]","[(30.491016811541137, -9.274337120959487)]","[(30.549403372328364, -8.933052676510371)]","[(30.324821467899323, -9.111704821475584)]","[(30.283588008092455, -9.109197425324847)]","[(31.225863393366243, -8.26243809763365)]","[(30.425291450114127, -8.354500056686188)]","[(30.604691312670305, -8.585235976285968)]","[(30.974825772693137, -7.56990037686753)]","[(30.637037544041284, -8.39561382360677)]","[(30.379188001378697, -9.221263730801686)]","[(30.81726079513112, -8.586554266325903)]","[(30.318519554541446, -8.394876032755551)]","[(30.91137222825649, -8.822449241639399)]","[(29.90286597009796, -8.741876180868125)]","[(30.640667541716073, -8.5237349682412)]","[(30.65953304819032, -9.4940292250204)]","(30.85, -10.449999999999998)"
"(-2.9499999999999993, -9.899999999999999)","[(-8.991581692823885, -7.566490230372181)]","[(-7.911994605157794, -6.860868319760177)]","[(-9.047782908893257, -8.071734514933881)]","[(-9.311898636611966, -7.258738275806698)]","[(-10.124346890891475, -7.103846619591187)]","[(-9.424061180211202, -7.775582461713006)]","[(-9.772407252603147, -6.789411881218037)]","[(-9.74451257636807, -7.77140601796109)]","[(-10.330918123091788, -6.854490484025429)]","[(-8.86231773025333, -8.32159628614164)]","[(-9.283386086113484, -6.808440637130973)]","[(-9.13081669566175, -7.392895229454204)]","[(-8.494524166987885, -7.679443006159151)]","[(-9.933011188171701, -7.775705912593729)]","[(-9.160760943503341, -7.223276993657667)]","[(-8.582018031704436, -6.631929170237193)]","[(-10.039695108227434, -7.637298167392592)]","[(-10.191511261823086, -7.648539786717127)]","[(-9.922424749187194, -7.548653291144254)]","[(-9.588863451515016, -6.715648992674866)]","(-10.25, -7.249999999999998)"
