goal_location,ps_location_0,ps_location_1,ps_location_10,ps_location_11,ps_location_12,ps_location_13,ps_location_14,ps_location_15,ps_location_16,ps_location_17,ps_location_18,ps_location_19,ps_location_2,ps_location_3,ps_location_4,ps_location_5,ps_location_6,ps_location_7,ps_location_8,ps_location_9,real_location,picked_0,picked_1,picked_2,picked_3,picked_4,picked_5,picked_6,picked_7,picked_8,picked_9
"(0.6730000000000009, -2.2520000000000002)","[(-0.39085379031821527, -3.6074343342615807)]","[(0.4143795740389542, -4.779714454166114)]","[(-1.1174816371189533, -3.4665000428447836)]","[(-0.35692217869461595, -4.515394137734201)]","[(-0.762666359733912, -4.175242258334378)]","[(-0.7869128306677075, -4.2289672167715135)]","[(-0.7676426634439513, -3.671525804768689)]","[(-1.046423754525106, -3.9320487334862104)]","[(-0.625282378251016, -4.3124476825556055)]","[(-1.2861588057590267, -4.622179337184781)]","[(-0.5889354873239449, -3.7659063024111417)]","[(-0.8637529985443856, -3.325806857092585)]","[(-1.1897223012335467, -4.198737432181698)]","[(-0.005636805177622772, -4.6422689827918004)]","[(-0.9342288665041247, -4.248946796102447)]","[(0.11967837395393499, -4.568452990668192)]","[(-0.39317471802244913, -4.3217266116719015)]","[(-1.5234652645949236, -4.442663139353571)]","[(-1.5285223189336472, -4.49648002728925)]","[(-0.9050181008905045, -3.6883464622985116)]","(-1.7269999999999994, -4.752000000000001)",False,False,False,False,False,False,False,False,False,False
"(-4.327, -0.3019999999999996)","[(-0.9082333111964878, -4.200834020119025)]","[(-1.0981740508051483, -3.8715612606363634)]","[(-0.9558744825306886, -3.9685065831411754)]","[(-1.0185117891386164, -4.177680438664553)]","[(-0.656101872587566, -4.6560617767192936)]","[(-0.8193519512955235, -4.6280363868698915)]","[(0.1395491865286297, -4.4899130343648395)]","[(-0.40522133422626594, -4.906946415730494)]","[(-1.3007745662336392, -3.151546884749951)]","[(0.8096314606042927, -4.696386885826765)]","[(0.6766526783214992, -4.515771379770302)]","[(0.5820790667359101, -4.187269879368658)]","[(0.6016551447047849, -4.862876164406379)]","[(-0.16195210049650627, -5.3468340257565)]","[(0.019966369719709443, -4.7573173540711)]","[(-1.5681920122683017, -3.1402886135295938)]","[(-0.7197813988239655, -4.536528590156697)]","[(-0.3097858297515856, -4.0854622462214145)]","[(-0.9839970997372531, -5.957967114902422)]","[(-0.7401640306533145, -3.711738728399777)]","(0.7730000000000006, -4.452)",False,False,False,False,False,False,False,False,False,False
"(-2.4269999999999996, 1.6980000000000004)","[(-3.6127957086636964, 1.3346964990893229)]","[(-5.013802536360879, 1.7368851515853947)]","[(-4.567063634307602, 1.9255559964388647)]","[(-6.25954479461553, 1.579946232828666)]","[(-3.928552960422368, 1.9490023670976389)]","[(-4.795808723119481, 2.5023449211998754)]","[(-4.181240385782743, 2.845271553802213)]","[(-5.9591063102438735, 2.411457964126187)]","[(-4.700965592914101, 1.0583466338917495)]","[(-4.837889434395629, 1.331315760794291)]","[(-5.1864382125480795, 1.9925981116936096)]","[(-4.262737232715654, 2.0362586302303916)]","[(-4.504042206562951, 1.9875527782797762)]","[(-4.353496288785281, 2.073073977183957)]","[(-4.5948581578887335, 2.553833671488422)]","[(-5.1280665718051015, 2.4641521436715768)]","[(-4.074274858141972, 1.2833928871457103)]","[(-4.39941806183241, 2.0639001721437586)]","[(-3.769532943691479, 1.2042020317853912)]","[(-3.8308253631741582, 1.2231102734426786)]","(-2.9269999999999996, 1.6479999999999997)",False,False,False,False,False,False,False,False,False,False
"(-1.7269999999999994, -0.45199999999999996)","[(-1.699138618984807, -4.1644943116586965)]","[(-1.4929875732759488, -5.2213239957875786)]","[(-2.3650607582373713, -4.754196824395929)]","[(-1.3991693965889405, -3.958191653408428)]","[(-0.41009732397600884, -5.144199159983039)]","[(-1.7350989759965465, -3.9471870321205524)]","[(-1.8065380698279618, -4.34458559812206)]","[(-1.641933534994997, -5.290937416359014)]","[(-1.9419755519662023, -4.343482533480193)]","[(-1.695533217677038, -4.265692416460104)]","[(-1.3086514952233606, -4.521294299624852)]","[(-1.8743338408408372, -3.501250182390528)]","[(-1.898466298666036, -5.171588038534609)]","[(-1.796733898629092, -3.641290749384487)]","[(-1.6134753137177875, -3.8846872028858197)]","[(-1.003618336806622, -5.100359094859675)]","[(-2.259314941863369, -4.264890528015206)]","[(-0.8076857960699445, -5.217364059521072)]","[(-1.7134680432716527, -4.180493790770276)]","[(-2.0787454390864677, -4.168576454558411)]","(-1.9769999999999994, -3.052)",False,False,False,False,False,False,False,False,False,False
"(-3.977, -0.40200000000000014)","[(-1.579151282638733, -1.6471633098615777)]","[(-1.5087683409584343, -2.9545688481029226)]","[(-0.8816930936419225, -1.8116132186873584)]","[(-1.7851096566836606, -2.5558740384585104)]","[(-1.4068006617303803, -1.4255496551316877)]","[(-1.3704384683041024, -2.474555444710985)]","[(-1.3474521555633976, -1.8320916931933668)]","[(-0.9145411832606746, -1.9921571482335552)]","[(-2.0781382896440124, -1.4803392545184808)]","[(-1.5292107896081022, -2.399927660276416)]","[(-1.501980189521123, -1.8045306603732512)]","[(-1.7851096566836606, -2.5558740384585104)]","[(-1.8385258688244879, -1.8649424125490255)]","[(-1.7017684692354627, -1.1877285574499354)]","[(-1.5357271851236447, -1.573787323367999)]","[(-1.4229925613580647, -1.57580864012919)]","[(-1.7891496580985697, -3.080214874069658)]","[(-1.4271657436684653, -1.8648689539918992)]","[(-0.6935057000768249, -1.7738531974885974)]","[(-1.193252196067402, -1.5035673803283314)]","(-2.1769999999999996, -0.8520000000000003)",False,False,False,False,False,False,False,False,False,False
"(0.6730000000000009, 2.7479999999999993)","[(1.6128866378586677, -2.071637586328219)]","[(1.5689738390681942, -1.8265299778476927)]","[(1.7222462286821392, -1.3142955189399212)]","[(1.3860522662163584, -2.817430489330539)]","[(1.8590171280556342, -2.5528232672669766)]","[(1.145238328720523, -1.5655688384829936)]","[(1.284800799094648, -2.248313247516376)]","[(1.6728451561584397, -2.2471888301989322)]","[(1.1365537813546647, -1.6426350490504589)]","[(0.9417278827318248, -1.396583369967394)]","[(1.328210537884309, -2.575667729654235)]","[(0.5560460702576597, -2.1271327702224623)]","[(2.285634469782451, -1.5023836812997016)]","[(1.2271195631537848, -1.3080997347016847)]","[(1.0908830964559597, -1.3227568646261174)]","[(1.3555679175463953, -1.6553800881306804)]","[(2.3221218018318712, -2.536465711231531)]","[(1.7758237270866482, -1.0323335947807148)]","[(2.2865132711021956, -1.820996667005007)]","[(1.1640223495035456, -1.9747787280458584)]","(2.673000000000001, -2.152)",False,False,False,False,False,False,False,False,False,False
"(2.5230000000000006, -4.852)","[(2.771517102963189, -4.375203873640282)]","[(2.605172001719499, -3.433235844235547)]","[(2.2623470605941223, -3.660765654133973)]","[(2.4607603445588646, -4.083983858038974)]","[(2.58554528313804, -3.5636066311738257)]","[(1.1589253444746812, -2.7197524854980273)]","[(2.271835182051993, -4.11425894311953)]","[(2.871652224139715, -3.846297350281464)]","[(1.0356960833778224, -3.3437955517707083)]","[(2.0426215263306426, -3.1239963167825326)]","[(1.268399988202127, -2.7875230472663626)]","[(2.1713831473297924, -4.386637701094559)]","[(2.312341340802986, -3.4531160910067515)]","[(2.8444358282076068, -3.704294964748851)]","[(1.9629069947509583, -4.256829097567334)]","[(0.8940879137718725, -4.577897402452806)]","[(2.5175774583256345, -4.339891458306977)]","[(2.8071203394413855, -3.601670153879718)]","[(2.2452121346373333, -4.400193196351049)]","[(2.4900342980322883, -3.293929620936946)]","(3.623, -4.952)",False,False,False,False,False,False,False,False,False,False
"(-3.7269999999999994, 2.1980000000000004)","[(4.185031920981162, -0.42349728826829963)]","[(4.251458335968085, -0.4858488286665942)]","[(3.1204989888638517, -0.8112033426246507)]","[(4.183549687026169, -0.9477217673570572)]","[(1.7971934256212978, -1.601183272347255)]","[(4.158296410223616, -1.1752121608858592)]","[(3.741488517189223, -0.21037908800929095)]","[(3.186066516322305, -0.6721989621418174)]","[(3.4541622912873455, -1.3118122422181877)]","[(3.5869069164097427, -0.7533482614944522)]","[(3.482231890591404, -0.7190036931837527)]","[(4.087542240316595, 0.202428666779775)]","[(3.615801940293376, -1.3474660741512428)]","[(3.7957929962701966, -0.31076223357862126)]","[(3.8384827804915194, -1.1712386566899662)]","[(4.070622206571387, -1.316927537705968)]","[(4.406311759768788, -1.2712821580421596)]","[(3.5568477117382757, -0.4788408455882244)]","[(3.4113698956958305, -0.17063404069909915)]","[(3.2685810449069024, -0.9421564201519987)]","(4.073000000000001, -2.6020000000000003)",False,False,False,False,False,False,False,False,False,False
"(-2.2269999999999994, -5.352)","[(3.2648690224284325, -2.574078420050721)]","[(3.0694424197793193, -2.246558016118821)]","[(2.8268527214217953, -3.0433113817185418)]","[(2.6292079025021615, -1.9619699208019843)]","[(2.0275295857294777, -1.8929853445090565)]","[(3.2947783041764254, -2.5760468894182513)]","[(2.5405283917841492, -2.8769116030288084)]","[(3.0992771726843094, -2.7938655981214584)]","[(3.5723173177663066, -2.102842508025322)]","[(2.844075763278314, -2.8271510845947607)]","[(2.396136701324732, -2.8426587575670648)]","[(2.9456125509237014, -2.561439807122667)]","[(3.345663271110495, -2.8755563096465373)]","[(3.023439823088265, -3.1806523163976355)]","[(3.2575761106652994, -2.344762106488662)]","[(3.300832999197383, -2.0558482933927134)]","[(2.6289372043131882, -2.5199720826987586)]","[(2.0469978425954514, -2.222762779842916)]","[(2.9721165809780303, -2.580197362232067)]","[(2.2116271906061638, -2.149007832625838)]","(2.173000000000001, -1.4020000000000001)",False,False,False,False,False,False,False,False,False,False
"(0.6730000000000009, -5.502000000000001)","[(-0.24870498033420574, -4.348227255082007)]","[(-0.4958676274548598, -4.991134648434027)]","[(-0.2824305627181435, -4.1996864384325026)]","[(-0.18701392889999724, -4.42119329690839)]","[(-0.35053293384417294, -4.883672431553156)]","[(-0.4859365947703649, -4.487041428525391)]","[(0.13529672161318407, -4.293883865693883)]","[(-1.1572816194118185, -4.184492233033891)]","[(-0.5548076973212421, -4.386142550277361)]","[(-1.1998447645873236, -4.291919069879899)]","[(-0.29923156585681165, -4.396953123857412)]","[(-0.5398127342308277, -4.424065071743095)]","[(-0.9441150420191599, -3.5924400981682694)]","[(-1.8878414033196291, -4.68149346000281)]","[(-1.1418856784040468, -3.915835326493353)]","[(-0.6643062788756436, -4.216906863002765)]","[(-1.0207564520919794, -3.918171203406727)]","[(-0.10433316928737113, -4.09622090817233)]","[(-0.10827727723425551, -4.261029102316341)]","[(-0.639713798908418, -4.277858397043206)]","(0.6730000000000009, -3.5020000000000002)",False,False,False,False,False,False,False,False,False,False
"(3.0730000000000004, -5.3020000000000005)","[(-1.3442877012089922, -1.1217365298658672)]","[(-1.1443711989461705, -1.6834398477764536)]","[(-1.3818375264569678, -1.217863978096929)]","[(-1.119213713091242, -1.2567813832793613)]","[(-1.1410473099334215, -0.7199007820784051)]","[(-1.5252903984991584, -1.046081929809329)]","[(-1.439253554478898, -0.5797857086907406)]","[(-1.1370003723088047, -0.9373878479743143)]","[(-1.199043046320679, -1.2812861846622248)]","[(-2.042018542217915, -1.0768501918012137)]","[(-1.3415087407264232, -0.7138761269605358)]","[(-1.8082712588689853, -0.41331174735258386)]","[(-1.7771088345708372, 0.20066789059747148)]","[(-0.6341091215261163, 0.15002640547898616)]","[(-1.5891003317503611, -0.861558151573162)]","[(-1.4303575105144744, -0.9066355531393095)]","[(-1.1815285088715604, -1.1737008050109323)]","[(-1.2065587387372898, -0.8177054916028215)]","[(-0.9454565325968474, -0.7819788942164814)]","[(-0.7946819091795403, -0.8528578112957633)]","(-0.4269999999999996, -1.952)",False,False,False,False,False,False,False,False,False,False
"(2.2230000000000008, -3.302)","[(-2.472794662407581, -3.5674567899293708)]","[(-2.220978120550255, -4.032000831587188)]","[(-2.898039347184074, -2.6550983908383325)]","[(-2.821909783596456, -4.08441480123233)]","[(-2.2592351113838145, -3.4202237366954993)]","[(-2.9938381457050163, -3.328470656904865)]","[(-2.4281815664554047, -3.696838453623484)]","[(-2.9190106137168996, -3.385330769471585)]","[(-3.022948526469843, -3.850416701387442)]","[(-2.5924633615413164, -3.533209928040433)]","[(-2.452924285753361, -3.793143040184852)]","[(-1.9597001779409444, -3.210974558709687)]","[(-2.4513130308944735, -2.795200817730393)]","[(-2.843411409514807, -3.436343052218696)]","[(-2.7685215612292624, -3.1554400755056218)]","[(-2.157887969963485, -3.7716845393833416)]","[(-3.1706359399114183, -4.283439360925408)]","[(-1.801294998026024, -3.578281305690893)]","[(-1.8164619482590423, -4.140457326152112)]","[(-3.0186066313708375, -2.7730989229505285)]","(-1.0769999999999995, -4.702)",False,False,False,False,False,False,False,False,False,False
"(-4.327, -5.3020000000000005)","[(2.811649457427554, -1.8595001463035636)]","[(3.377925696788229, -1.9763582693060506)]","[(2.0679161847218728, -2.587528607982806)]","[(2.9431278581036597, -0.9157144916588507)]","[(3.9306873351415303, -1.4169395445682724)]","[(3.704332975024282, -0.9703699258010802)]","[(3.362666629178739, -1.6825950457710734)]","[(3.67741851105331, -1.9540892775188619)]","[(3.9232967319280103, -1.543717915050443)]","[(3.57907805746136, -2.4301628164093243)]","[(2.524672330656631, -1.4331598767852065)]","[(3.546866190817383, -1.2157258263127133)]","[(4.366772223475866, -1.338394791544809)]","[(2.9216730109205677, -0.8445527649624618)]","[(2.8700976896479826, -1.4156932282513968)]","[(4.01453440643859, -1.5135700674201285)]","[(3.6485916255401034, -1.593464946985997)]","[(2.4198039891416316, -1.8913049908294515)]","[(3.736022026411687, -2.0140146936395866)]","[(3.186039790787072, -2.0885969556415027)]","(2.8230000000000004, -0.3019999999999996)",False,False,False,False,False,False,False,False,False,False
"(3.5230000000000006, -3.2520000000000002)","[(1.293736345069096, -4.342241174330589)]","[(2.1485629257074685, -4.088069229395081)]","[(1.6727575375818138, -3.4046360629020658)]","[(3.154711855155936, -4.478192464514588)]","[(2.0314267644470236, -4.75270893807996)]","[(1.7341567853547049, -4.302523613412536)]","[(2.667261972595907, -3.5521714731869904)]","[(1.6250432517430808, -4.531145968542947)]","[(1.8969313219897204, -5.025566846368655)]","[(1.113794904135856, -3.703832101563911)]","[(2.4644271873922055, -4.186282577498649)]","[(2.0683371834428206, -4.466934514447697)]","[(2.4375209271664784, -5.364776443368309)]","[(2.4723754935765068, -4.205896785553672)]","[(2.153233699822027, -4.5963234069307966)]","[(2.1378358629017824, -4.423451773382131)]","[(2.678596424569646, -4.455579381388556)]","[(3.270291379903384, -4.860191568788058)]","[(1.3884671098427235, -3.933325306544965)]","[(2.252753489012723, -5.378012669876169)]","(1.0730000000000004, -3.802)",False,False,False,False,False,False,False,False,False,False
"(1.8730000000000002, -4.752000000000001)","[(-1.989512042841117, -3.8753155095389595)]","[(-2.448618161804856, -3.029986823481729)]","[(-1.4029114694741383, -3.7002196874353883)]","[(-2.1506538707626857, -2.891354408916035)]","[(-1.9134815927979196, -3.5480443456060073)]","[(-1.8868790054779128, -2.739895111551983)]","[(-2.040344988789318, -3.356703849032915)]","[(-1.4111395211292543, -4.008638764755159)]","[(-1.7419109543523708, -3.4944977930019587)]","[(-1.3640714181066902, -3.747757999568862)]","[(-1.28898718349058, -3.700620710833287)]","[(-1.3843658726006463, -3.300043944634035)]","[(-0.7226283209792304, -3.56056360851052)]","[(-0.999413959078867, -3.2423104714595157)]","[(-1.5606888294932661, -3.3891488835751375)]","[(-1.2544584469832434, -2.930664944343263)]","[(-0.6966209722644645, -3.211239615992823)]","[(-2.6834447990723085, -4.1151420720229765)]","[(-1.371014955405531, -3.4195121173357075)]","[(-1.040204319728609, -3.745137267010978)]","(-3.6769999999999996, -3.1020000000000003)",False,False,False,False,False,False,False,False,False,False
"(1.0730000000000004, 1.8479999999999999)","[(-2.0192210698090096, -4.980220305543844)]","[(-2.5720347934636654, -3.1467951594181716)]","[(-1.7810704972911178, -3.628480642597643)]","[(-2.995386821313086, -4.006546546597128)]","[(-2.085325611585387, -3.1689791933722065)]","[(-2.221498627306267, -3.2860504476304078)]","[(-2.089974373563632, -3.0964773773241467)]","[(-3.1347936825817877, -3.212497243905429)]","[(-2.2676393486803037, -4.002608047489016)]","[(-2.2508098963336605, -3.9719820915585102)]","[(-3.0378800089400784, -2.9903483061776672)]","[(-1.327172952536873, -2.9856149035641733)]","[(-0.7296819963566157, -3.900171816268058)]","[(-1.5398782388370789, -2.8857474872696924)]","[(-1.9054816597733686, -3.572899483152464)]","[(-1.6945517511974344, -3.615624399001666)]","[(-1.3411079894519873, -3.937690350668071)]","[(-2.1107111310693574, -2.9823920097525325)]","[(-2.4449850080018627, -3.7482966996010663)]","[(-1.7963575985383213, -4.513912707070711)]","(-2.3269999999999995, -5.502000000000001)",False,False,False,False,False,False,False,False,False,False
"(1.8730000000000002, -0.952)","[(2.3686940552404576, -2.5223065671737603)]","[(2.7490877178148185, -3.2225019038963194)]","[(1.8649810739219805, -3.259851246037298)]","[(2.913272326386429, -3.5581985548556205)]","[(1.7759501861756182, -2.570975699384356)]","[(2.047133540195051, -2.9881745075791386)]","[(1.4938264613688852, -3.3408985627728622)]","[(1.70243259726724, -2.429754097377063)]","[(1.840324966021159, -3.5162615538993034)]","[(2.1495288155462378, -3.6965227866215717)]","[(2.2257930421987386, -3.0725447478510737)]","[(2.6009513855860105, -3.0692305644747866)]","[(1.9390699372200109, -2.5609694285195235)]","[(2.1739140901744354, -2.7364515390634216)]","[(2.3962909963854315, -3.522248223955268)]","[(1.187655874978709, -3.4860628610192195)]","[(2.405517504318936, -2.858871213763539)]","[(1.8902607306662047, -3.095070361424043)]","[(1.399168697956973, -3.829526225092904)]","[(2.7867259192048612, -3.64169813374422)]","(0.8730000000000002, -1.6020000000000003)",False,False,False,False,False,False,False,False,False,False
"(-0.5269999999999992, -4.952)","[(-1.367107544608827, -5.074419619271097)]","[(-1.2934026009304196, -4.8894245843734625)]","[(-1.0803284047313995, -4.5445349733965985)]","[(-0.9054719434251242, -6.342878096753202)]","[(-1.341756779525468, -4.784170928488411)]","[(-0.5923385859893804, -4.4402183459516875)]","[(-0.7101593643245379, -4.761750202933984)]","[(-0.3352815564203274, -4.48394748543797)]","[(-0.9471866560929777, -4.768828888697107)]","[(-1.0629929225317307, -5.613454888282965)]","[(-1.6099732808798148, -5.034755933157712)]","[(-0.2921649614609153, -4.936558430780594)]","[(-1.9436813583750943, -4.900739925156276)]","[(-0.22838072562233003, -4.166875820768215)]","[(-0.9569913387511393, -5.260420769411543)]","[(-0.47260334846979074, -5.034568422254612)]","[(-0.757452096565867, -5.1696657761848845)]","[(-0.3397166704592549, -5.375746564957187)]","[(-0.09450756661035342, -5.643110676888644)]","[(0.021815629563771033, -5.625650092875699)]","(-2.4769999999999994, -5.0520000000000005)",False,False,False,False,False,False,False,False,False,False
"(2.873, -3.452)","[(2.0435302304876393, -1.2442831389622373)]","[(2.155748491596022, -0.3411929118691071)]","[(1.8495703047326573, -0.929243855937806)]","[(1.495902656061673, -1.7549824850567484)]","[(2.7924592123434557, -0.1050943815041645)]","[(2.789732623912424, -1.1693352373851447)]","[(3.0028560401693256, -0.5791898622255551)]","[(1.4802609423597606, -1.3925547552239421)]","[(3.703755777964852, -1.533701367364816)]","[(2.43083994718298, -1.0166003854808234)]","[(0.9847270140612734, -0.8073565302861283)]","[(1.380465996688709, -1.1158023072712195)]","[(2.328781329994723, -0.7400894137486409)]","[(2.551413648900345, -1.0835830466032315)]","[(1.5720664692265172, -0.5375646319487682)]","[(2.3418614421419854, -0.7318464001844004)]","[(2.1161595619982756, -0.5019144708742244)]","[(2.4197034149338545, -1.77922716997896)]","[(1.933297502104132, -0.853497550544688)]","[(2.1309381682273147, -0.5958040412342159)]","(2.873, 0.34799999999999986)",False,False,False,False,False,False,False,False,False,False
"(1.4730000000000008, 1.548)","[(3.000534066677604, -3.4297178703271847)]","[(2.290660921804282, -3.401858806155318)]","[(3.211827288119789, -3.450742383953334)]","[(3.072766224568879, -3.218719151870885)]","[(2.7941440409317404, -4.23693957947962)]","[(1.9612756402547857, -3.5442641662007035)]","[(2.408167748154171, -3.2218939427383377)]","[(2.50212144260066, -3.242213022132979)]","[(2.1082357759017025, -2.9101123061968637)]","[(3.1060609131994985, -3.277802132115547)]","[(2.08317170249613, -4.000018169162868)]","[(2.1645463856337903, -4.265610862159402)]","[(2.2008043544649905, -3.605096961844089)]","[(1.9962132247360105, -3.5224965528330276)]","[(3.5174093046602524, -3.5934077264254394)]","[(2.8022683457157957, -3.2119879716024307)]","[(2.317858160672434, -4.018436874445248)]","[(3.038251170069336, -4.1050755761420135)]","[(2.7134134964088683, -4.210560217610857)]","[(2.994725626657102, -3.9606887294623827)]","(3.5230000000000006, -5.252000000000001)",False,False,False,False,False,False,False,False,False,False
"(2.873, -2.152)","[(-4.443621978743412, -1.8369694503845748)]","[(-4.25013666509241, -1.6943913159108033)]","[(-3.8563443590838453, -1.58917512598081)]","[(-5.290238512583601, -1.9468457960808128)]","[(-4.726817183457872, -2.0663264452261894)]","[(-3.8522550653455436, -1.8525171421180366)]","[(-3.9206307440393346, -1.8890037232744428)]","[(-4.02864105644861, -2.122196010570978)]","[(-4.068309247541471, -1.3915393105799043)]","[(-5.01289230306751, -2.741063856130021)]","[(-4.624693134121817, -1.2869264627551638)]","[(-4.572247147231907, -1.931192658286089)]","[(-4.617157554740544, -1.890678217244166)]","[(-5.15618295194501, -1.940889345104089)]","[(-4.4149333701730535, -1.2633004726545949)]","[(-4.7513268468137655, -1.705207529332045)]","[(-4.771798647417804, -1.983042309288804)]","[(-4.772177653978157, -1.9520803526342243)]","[(-5.100177871932415, -1.2300726363651955)]","[(-3.8522550653455436, -1.8525171421180366)]","(-4.327, -0.10200000000000031)",False,False,False,False,False,False,False,False,False,False
"(-2.727, 2.2479999999999993)","[(-0.024306242119345678, 2.1386683434204996)]","[(0.28465977924323793, 1.6289639847184283)]","[(0.6064521417180669, 1.7749655136880738)]","[(0.041458626963580575, 1.653262483799089)]","[(0.40469486153222256, 2.383433181835795)]","[(0.3024322289089538, 1.7561795415921242)]","[(0.030847485402239916, 1.7469071703767836)]","[(0.5085979727386685, 2.704369344913457)]","[(-0.4550020186052988, 1.780379786279613)]","[(0.23895346764795314, 2.568462125697807)]","[(0.25794095449691923, 2.208145741115483)]","[(0.493734490887345, 1.8716431709887686)]","[(0.13963630853149417, 2.11221080131842)]","[(0.24013775738742316, 1.7130176869560456)]","[(0.9152215323915307, 2.4911155780972813)]","[(0.02539169436320471, 2.230416409915957)]","[(-0.1691709013642576, 2.2705340577102913)]","[(0.34514025451290503, 2.7644302882258525)]","[(-0.24263916729715357, 1.952867183845375)]","[(0.671997238665766, 1.9521821402082322)]","(-0.9269999999999996, 1.4480000000000004)",False,False,False,False,False,False,False,False,False,False
